transaction_id,transaction_date,merchant,payment_gateway,payment_method,amount,status,failure_reason,gateway_fee,settlement_amount,settlement_date,reconciliation_status
456,2026-03-07,FoodHub,PayU,NetBanking,1878.37,SUCCESS,,13.06,1865.31,2026-03-09,RECONCILED
457,2026-02-12,FoodHub,Razorpay,Card,7048.34,FAILED,Limit exceeded,133.42,0,,NOT_APPLICABLE
458,2026-03-22,QuickMart,Stripe,NetBanking,9272.57,SUCCESS,,56.5,9216.07,2026-03-24,RECONCILED
459,2026-01-24,QuickMart,Cashfree,Wallet,7857.03,SUCCESS,,103.29,7753.74,2026-01-25,RECONCILED
460,2026-01-28,MediPlus,PayU,Card,9983.68,SUCCESS,,192.23,9791.45,2026-01-30,RECONCILED
461,2026-03-25,QuickMart,Stripe,Card,231.18,SUCCESS,,4.29,226.89,2026-03-27,RECONCILED
462,2026-01-06,MediPlus,Razorpay,Wallet,10270.02,SUCCESS,,90.88,10179.14,2026-01-08,RECONCILED
463,2026-02-17,MediPlus,Stripe,UPI,7763.21,SUCCESS,,73.34,7689.87,2026-02-19,RECONCILED
464,2026-01-11,TravelNow,Razorpay,UPI,14228.36,SUCCESS,,116.13,14112.23,2026-01-13,RECONCILED
465,2026-01-14,FoodHub,Stripe,UPI,3163.14,FAILED,Bank timeout,51.25,0,,NOT_APPLICABLE
466,2026-02-28,MediPlus,Razorpay,UPI,10781.34,SUCCESS,,82.69,10698.65,2026-03-01,RECONCILED
467,2026-01-30,FoodHub,Stripe,Wallet,13673.7,SUCCESS,,157.18,13516.52,2026-01-30,RECONCILED
468,2026-03-10,MediPlus,Razorpay,UPI,187.89,SUCCESS,,2.91,184.98,2026-03-10,RECONCILED
469,2026-01-14,FoodHub,Razorpay,NetBanking,4418.57,SUCCESS,,72.81,4345.76,2026-01-15,RECONCILED
470,2026-03-02,StyleKart,Stripe,NetBanking,2429.22,SUCCESS,,47.13,2382.09,2026-03-02,RECONCILED
471,2026-01-02,MediPlus,Razorpay,UPI,8347.51,SUCCESS,,42.37,8305.14,2026-01-04,RECONCILED
472,2026-01-11,QuickMart,PayU,Card,4639.9,SUCCESS,,51.92,4587.98,2026-01-13,RECONCILED
473,2026-01-21,FoodHub,PayU,Card,2841.49,SUCCESS,,19.09,2822.4,2026-01-23,RECONCILED
474,2026-03-12,TravelNow,PayU,UPI,6972.85,SUCCESS,,61.08,6911.77,2026-03-12,RECONCILED
475,2026-02-12,StyleKart,Cashfree,UPI,5421.36,SUCCESS,,50.29,5371.07,2026-02-12,RECONCILED
476,2026-03-04,TravelNow,PayU,Card,6814.63,SUCCESS,,91.88,6722.75,2026-03-05,RECONCILED
477,2026-01-22,StyleKart,Cashfree,Wallet,172.0,SUCCESS,,1.57,170.43,2026-01-23,RECONCILED
478,2026-03-03,FoodHub,PayU,Wallet,6996.44,SUCCESS,,92.88,6903.56,2026-03-03,RECONCILED
479,2026-02-05,FoodHub,Cashfree,NetBanking,12894.83,SUCCESS,,206.36,12688.47,2026-02-07,RECONCILED
480,2026-01-03,MediPlus,Stripe,Card,12758.85,SUCCESS,,237.25,12521.6,2026-01-05,RECONCILED
481,2026-03-02,StyleKart,Stripe,Card,9843.23,SUCCESS,,180.84,9662.39,2026-03-04,RECONCILED
482,2026-01-18,MediPlus,Stripe,NetBanking,7024.05,SUCCESS,,88.03,6936.02,2026-01-20,RECONCILED
483,2026-03-29,QuickMart,Stripe,Card,2571.07,SUCCESS,,19.76,2551.31,2026-03-31,RECONCILED
484,2026-03-03,QuickMart,Stripe,Card,14093.71,SUCCESS,,83.76,14009.95,2026-03-04,RECONCILED
485,2026-03-08,StyleKart,Stripe,Wallet,13625.12,SUCCESS,,248.29,13376.83,2026-03-08,RECONCILED
486,2026-01-14,TravelNow,PayU,NetBanking,10585.67,SUCCESS,,144.81,10440.86,2026-01-16,RECONCILED
487,2026-02-16,MediPlus,Razorpay,NetBanking,8856.41,FAILED,Bank timeout,94.28,0,,NOT_APPLICABLE
488,2026-02-21,MediPlus,Stripe,Wallet,5358.18,FAILED,Insufficient funds,98.1,0,,NOT_APPLICABLE
489,2026-01-18,FoodHub,PayU,Card,6654.49,SUCCESS,,48.27,6606.22,2026-01-18,RECONCILED
490,2026-03-26,QuickMart,Razorpay,Wallet,3532.16,SUCCESS,,53.44,3478.72,2026-03-27,RECONCILED
491,2026-03-24,MediPlus,Razorpay,Card,12517.14,SUCCESS,,170.26,12346.88,2026-03-24,RECONCILED
492,2026-01-06,MediPlus,Cashfree,NetBanking,13372.89,SUCCESS,,251.9,13120.99,2026-01-08,RECONCILED
493,2026-03-14,TravelNow,PayU,UPI,9600.58,FAILED,Limit exceeded,79.19,0,,NOT_APPLICABLE
494,2026-03-03,StyleKart,Cashfree,Card,2641.45,FAILED,Limit exceeded,37.9,0,,NOT_APPLICABLE
495,2026-01-22,FoodHub,Stripe,UPI,10890.38,SUCCESS,,91.99,10798.39,2026-01-23,RECONCILED
496,2026-01-26,TravelNow,Stripe,Card,7888.4,FAILED,Bank timeout,111.09,0,,NOT_APPLICABLE
497,2026-03-20,MediPlus,Razorpay,UPI,9037.23,FAILED,Bank timeout,110.56,0,,NOT_APPLICABLE
498,2026-03-11,MediPlus,Stripe,Wallet,12430.07,FAILED,Insufficient funds,131.21,0,,NOT_APPLICABLE
499,2026-02-24,MediPlus,Stripe,NetBanking,3519.35,SUCCESS,,48.69,3470.66,2026-02-26,RECONCILED
500,2026-01-13,QuickMart,Cashfree,UPI,6439.79,SUCCESS,,59.56,6380.23,2026-01-15,RECONCILED
501,2026-01-01,StyleKart,Razorpay,UPI,10666.32,SUCCESS,,113.33,10552.99,2026-01-01,RECONCILED
502,2026-02-22,MediPlus,PayU,NetBanking,5497.82,SUCCESS,,98.0,5399.82,2026-02-23,RECONCILED
503,2026-02-05,StyleKart,Cashfree,Wallet,14877.8,SUCCESS,,197.6,14680.2,2026-02-07,RECONCILED
504,2026-03-13,FoodHub,PayU,NetBanking,8368.18,SUCCESS,,139.02,8229.16,2026-03-14,RECONCILED
505,2026-01-30,MediPlus,Cashfree,UPI,6754.26,SUCCESS,,55.5,6698.76,2026-01-31,RECONCILED
506,2026-03-20,QuickMart,Cashfree,Wallet,10486.16,SUCCESS,,204.15,10282.01,2026-03-20,RECONCILED
507,2026-03-02,TravelNow,Razorpay,NetBanking,13895.34,SUCCESS,,115.7,13779.64,2026-03-02,RECONCILED
508,2026-02-21,MediPlus,Razorpay,Card,9248.09,SUCCESS,,135.06,9113.03,2026-02-22,UNRECONCILED
509,2026-02-06,FoodHub,Cashfree,Card,3001.72,SUCCESS,,45.36,2956.36,2026-02-07,RECONCILED
510,2026-01-21,MediPlus,Stripe,NetBanking,1393.96,SUCCESS,,20.97,1372.99,2026-01-22,RECONCILED
511,2026-01-02,StyleKart,Razorpay,NetBanking,11080.19,SUCCESS,,176.09,10904.1,2026-01-04,RECONCILED
512,2026-02-14,QuickMart,Cashfree,Wallet,14452.99,SUCCESS,,273.82,14179.17,2026-02-16,UNRECONCILED
513,2026-02-22,MediPlus,PayU,NetBanking,7642.95,SUCCESS,,146.78,7496.17,2026-02-24,RECONCILED
514,2026-03-15,TravelNow,Stripe,Wallet,3827.11,SUCCESS,,63.34,3763.77,2026-03-16,RECONCILED
515,2026-03-29,QuickMart,Razorpay,Wallet,6964.73,SUCCESS,,46.97,6917.76,2026-03-29,RECONCILED
516,2026-03-28,StyleKart,Stripe,NetBanking,10547.52,SUCCESS,,134.46,10413.06,2026-03-28,RECONCILED
517,2026-02-01,StyleKart,PayU,UPI,4380.61,SUCCESS,,58.34,4322.27,2026-02-01,RECONCILED
518,2026-01-28,StyleKart,Cashfree,Wallet,13425.31,SUCCESS,,215.57,13209.74,2026-01-28,RECONCILED
519,2026-01-27,FoodHub,PayU,Card,3515.19,FAILED,Insufficient funds,58.65,0,,NOT_APPLICABLE
520,2026-03-28,TravelNow,Razorpay,UPI,14341.12,SUCCESS,,254.13,14086.99,2026-03-29,RECONCILED
521,2026-03-15,MediPlus,PayU,Wallet,13044.66,SUCCESS,,108.68,12935.98,2026-03-17,RECONCILED
522,2026-02-24,FoodHub,PayU,Wallet,7226.97,SUCCESS,,129.41,7097.56,2026-02-24,RECONCILED
523,2026-03-31,StyleKart,Razorpay,UPI,7821.26,SUCCESS,,118.19,7703.07,2026-04-01,RECONCILED
524,2026-02-16,QuickMart,PayU,Card,9230.39,SUCCESS,,83.45,9146.94,2026-02-18,RECONCILED
525,2026-03-05,MediPlus,PayU,NetBanking,6416.75,SUCCESS,,114.31,6302.44,2026-03-06,RECONCILED
526,2026-01-17,TravelNow,Razorpay,NetBanking,14691.16,SUCCESS,,250.65,14440.51,2026-01-19,RECONCILED
527,2026-01-26,TravelNow,Cashfree,Wallet,2273.07,PENDING,Bank timeout,38.84,0,,NOT_APPLICABLE
528,2026-03-05,MediPlus,PayU,Wallet,2103.63,FAILED,Limit exceeded,19.99,0,,NOT_APPLICABLE
529,2026-01-07,FoodHub,Razorpay,Card,6036.19,SUCCESS,,103.87,5932.32,2026-01-08,RECONCILED
530,2026-02-27,MediPlus,PayU,NetBanking,11194.44,SUCCESS,,113.76,11080.68,2026-02-28,RECONCILED
531,2026-01-26,TravelNow,Cashfree,NetBanking,8695.12,SUCCESS,,89.79,8605.33,2026-01-28,RECONCILED
532,2026-01-11,MediPlus,Cashfree,Card,5777.96,SUCCESS,,84.41,5693.55,2026-01-12,RECONCILED
533,2026-03-15,StyleKart,Razorpay,Card,6131.11,FAILED,Invalid credentials,62.26,0,,NOT_APPLICABLE
534,2026-03-25,MediPlus,Stripe,NetBanking,4441.21,SUCCESS,,81.34,4359.87,2026-03-26,RECONCILED
535,2026-02-27,FoodHub,Razorpay,Card,6268.44,SUCCESS,,99.77,6168.67,2026-03-01,RECONCILED
536,2026-01-27,MediPlus,Razorpay,Wallet,2586.97,SUCCESS,,34.22,2552.75,2026-01-27,RECONCILED
537,2026-01-11,TravelNow,Razorpay,Wallet,1648.53,SUCCESS,,15.89,1632.64,2026-01-11,RECONCILED
538,2026-03-22,StyleKart,Cashfree,UPI,1983.53,SUCCESS,,10.96,1972.57,2026-03-23,RECONCILED
539,2026-03-02,QuickMart,PayU,Wallet,7061.18,FAILED,Limit exceeded,49.62,0,,NOT_APPLICABLE
540,2026-03-17,FoodHub,Stripe,NetBanking,9004.0,SUCCESS,,167.78,8836.22,2026-03-18,RECONCILED
541,2026-02-26,QuickMart,Cashfree,NetBanking,4687.24,SUCCESS,,24.18,4663.06,2026-02-28,RECONCILED
542,2026-02-14,MediPlus,Stripe,Wallet,4372.76,SUCCESS,,41.52,4331.24,2026-02-15,RECONCILED
543,2026-01-30,QuickMart,Cashfree,Wallet,11971.83,SUCCESS,,218.28,11753.55,2026-01-31,RECONCILED
544,2026-03-24,MediPlus,PayU,UPI,5906.88,SUCCESS,,66.95,5839.93,2026-03-24,RECONCILED
545,2026-03-30,StyleKart,PayU,Wallet,10301.14,SUCCESS,,80.56,10220.58,2026-03-30,RECONCILED
546,2026-01-15,MediPlus,PayU,Wallet,9589.7,SUCCESS,,74.96,9514.74,2026-01-15,RECONCILED
547,2026-01-03,FoodHub,PayU,Card,2870.47,SUCCESS,,45.15,2825.32,2026-01-05,UNRECONCILED
548,2026-01-20,TravelNow,Stripe,NetBanking,319.4,SUCCESS,,5.36,314.04,2026-01-21,RECONCILED
549,2026-03-31,TravelNow,Cashfree,UPI,11892.23,SUCCESS,,107.0,11785.23,2026-04-01,RECONCILED
550,2026-01-24,TravelNow,Stripe,UPI,2963.67,FAILED,Bank timeout,20.24,0,,NOT_APPLICABLE
551,2026-02-26,MediPlus,Cashfree,Wallet,3782.72,PENDING,Insufficient funds,60.64,0,,NOT_APPLICABLE
552,2026-03-27,MediPlus,PayU,NetBanking,14733.53,SUCCESS,,108.72,14624.81,2026-03-29,RECONCILED
553,2026-03-08,QuickMart,PayU,Card,1919.91,SUCCESS,,19.98,1899.93,2026-03-08,RECONCILED
554,2026-01-15,QuickMart,Razorpay,Card,3615.89,SUCCESS,,61.17,3554.72,2026-01-17,RECONCILED
555,2026-01-02,TravelNow,Stripe,Card,14535.64,SUCCESS,,153.66,14381.98,2026-01-02,RECONCILED
556,2026-01-12,FoodHub,Razorpay,UPI,10320.58,SUCCESS,,106.64,10213.94,2026-01-12,RECONCILED
557,2026-01-17,StyleKart,PayU,Wallet,7368.86,SUCCESS,,117.89,7250.97,2026-01-17,RECONCILED
558,2026-01-18,QuickMart,Stripe,NetBanking,3835.37,SUCCESS,,50.4,3784.97,2026-01-19,RECONCILED
559,2026-03-11,StyleKart,PayU,Card,5280.2,SUCCESS,,31.86,5248.34,2026-03-11,RECONCILED
560,2026-03-11,MediPlus,Stripe,Card,5569.98,SUCCESS,,101.62,5468.36,2026-03-13,RECONCILED
561,2026-01-31,QuickMart,Stripe,Card,4878.34,SUCCESS,,62.74,4815.6,2026-02-01,RECONCILED
562,2026-03-20,QuickMart,PayU,UPI,4318.62,SUCCESS,,27.83,4290.79,2026-03-22,RECONCILED
563,2026-01-23,TravelNow,Stripe,Card,13115.04,SUCCESS,,85.0,13030.04,2026-01-25,RECONCILED
564,2026-03-26,FoodHub,PayU,UPI,7399.65,SUCCESS,,77.66,7321.99,2026-03-28,RECONCILED
565,2026-01-27,StyleKart,Razorpay,Wallet,9870.67,FAILED,Insufficient funds,167.95,0,,NOT_APPLICABLE
566,2026-03-13,MediPlus,PayU,UPI,11177.81,FAILED,Invalid credentials,193.99,0,,NOT_APPLICABLE
567,2026-01-06,FoodHub,Razorpay,Card,11041.08,FAILED,Insufficient funds,214.29,0,,NOT_APPLICABLE
568,2026-01-30,FoodHub,Cashfree,Card,8021.75,SUCCESS,,107.3,7914.45,2026-02-01,RECONCILED
569,2026-03-23,MediPlus,Stripe,UPI,8690.8,SUCCESS,,65.2,8625.6,2026-03-23,RECONCILED
570,2026-02-13,StyleKart,Stripe,NetBanking,9897.23,SUCCESS,,183.47,9713.76,2026-02-15,RECONCILED
571,2026-02-17,MediPlus,PayU,Card,6243.92,SUCCESS,,83.96,6159.96,2026-02-17,RECONCILED
572,2026-02-02,MediPlus,Stripe,UPI,5464.13,SUCCESS,,86.85,5377.28,2026-02-03,RECONCILED
573,2026-01-18,StyleKart,PayU,Card,14901.84,SUCCESS,,122.53,14779.31,2026-01-19,UNRECONCILED
574,2026-03-12,StyleKart,Cashfree,UPI,7717.95,SUCCESS,,42.96,7674.99,2026-03-13,RECONCILED
575,2026-02-16,QuickMart,PayU,NetBanking,13355.42,SUCCESS,,85.19,13270.23,2026-02-17,RECONCILED
576,2026-01-10,FoodHub,Cashfree,Wallet,10881.35,SUCCESS,,189.18,10692.17,2026-01-12,RECONCILED
577,2026-03-18,TravelNow,Stripe,UPI,9669.59,SUCCESS,,161.5,9508.09,2026-03-19,RECONCILED
578,2026-02-23,StyleKart,Cashfree,UPI,13960.67,SUCCESS,,202.55,13758.12,2026-02-25,RECONCILED
579,2026-03-09,TravelNow,Cashfree,NetBanking,713.62,SUCCESS,,8.95,704.67,2026-03-09,RECONCILED
580,2026-02-27,StyleKart,Razorpay,Card,11317.32,SUCCESS,,129.91,11187.41,2026-02-28,RECONCILED
581,2026-01-11,QuickMart,Stripe,NetBanking,7190.23,SUCCESS,,45.13,7145.1,2026-01-13,RECONCILED
582,2026-01-18,QuickMart,Stripe,Card,7265.75,SUCCESS,,97.49,7168.26,2026-01-20,RECONCILED
583,2026-01-10,QuickMart,Razorpay,UPI,4067.23,SUCCESS,,61.32,4005.91,2026-01-11,RECONCILED
584,2026-02-11,TravelNow,PayU,Card,5233.42,SUCCESS,,103.7,5129.72,2026-02-13,RECONCILED
585,2026-03-21,FoodHub,Cashfree,Card,2272.7,SUCCESS,,34.73,2237.97,2026-03-21,RECONCILED
586,2026-01-15,StyleKart,Cashfree,NetBanking,11119.77,SUCCESS,,57.89,11061.88,2026-01-17,RECONCILED
587,2026-02-27,MediPlus,Cashfree,Card,7120.74,SUCCESS,,93.97,7026.77,2026-02-28,RECONCILED
588,2026-01-19,MediPlus,Stripe,UPI,10456.56,SUCCESS,,92.35,10364.21,2026-01-19,RECONCILED
589,2026-02-04,StyleKart,Razorpay,UPI,890.97,SUCCESS,,9.65,881.32,2026-02-05,RECONCILED
590,2026-01-14,FoodHub,Stripe,Card,384.27,FAILED,Limit exceeded,7.57,0,,NOT_APPLICABLE
591,2026-02-10,FoodHub,Razorpay,Card,7321.47,SUCCESS,,58.45,7263.02,2026-02-11,RECONCILED
592,2026-01-06,StyleKart,PayU,Wallet,3786.14,SUCCESS,,41.27,3744.87,2026-01-06,UNRECONCILED
593,2026-02-15,FoodHub,PayU,UPI,9415.94,SUCCESS,,135.47,9280.47,2026-02-16,RECONCILED
594,2026-03-13,MediPlus,PayU,Wallet,14241.83,SUCCESS,,211.55,14030.28,2026-03-13,RECONCILED
595,2026-03-28,StyleKart,Cashfree,Wallet,9225.48,SUCCESS,,79.39,9146.09,2026-03-28,RECONCILED
596,2026-03-19,QuickMart,Cashfree,Card,5006.34,SUCCESS,,68.66,4937.68,2026-03-21,RECONCILED
597,2026-02-09,MediPlus,Cashfree,Wallet,10359.13,FAILED,Bank timeout,206.51,0,,NOT_APPLICABLE
598,2026-01-21,StyleKart,Razorpay,Card,4830.69,SUCCESS,,47.17,4783.52,2026-01-21,RECONCILED
599,2026-02-22,FoodHub,PayU,Card,14421.82,SUCCESS,,240.65,14181.17,2026-02-22,RECONCILED
600,2026-03-20,TravelNow,Cashfree,Card,9292.5,SUCCESS,,78.65,9213.85,2026-03-20,RECONCILED
601,2026-01-18,QuickMart,PayU,Card,7584.64,SUCCESS,,134.87,7449.77,2026-01-19,RECONCILED
602,2026-01-25,QuickMart,Razorpay,NetBanking,3471.47,SUCCESS,,66.84,3404.63,2026-01-25,RECONCILED
603,2026-01-27,QuickMart,Stripe,Wallet,1085.43,FAILED,Technical error,16.63,0,,NOT_APPLICABLE
604,2026-02-24,MediPlus,Stripe,NetBanking,6132.51,SUCCESS,,66.92,6065.59,2026-02-26,RECONCILED
605,2026-03-09,QuickMart,Razorpay,UPI,9656.77,SUCCESS,,113.7,9543.07,2026-03-09,RECONCILED
606,2026-03-08,QuickMart,Razorpay,Wallet,8114.25,PENDING,Insufficient funds,103.39,0,,NOT_APPLICABLE
607,2026-02-07,MediPlus,PayU,Wallet,6649.35,FAILED,Invalid credentials,49.85,0,,NOT_APPLICABLE
608,2026-01-07,FoodHub,Stripe,Wallet,10380.3,FAILED,Limit exceeded,65.98,0,,NOT_APPLICABLE
609,2026-01-24,FoodHub,Cashfree,Wallet,11703.09,FAILED,Technical error,131.11,0,,NOT_APPLICABLE
610,2026-01-23,QuickMart,Cashfree,Wallet,6859.84,FAILED,Invalid credentials,43.58,0,,NOT_APPLICABLE
611,2026-01-16,MediPlus,PayU,UPI,1458.75,SUCCESS,,18.76,1439.99,2026-01-17,RECONCILED
612,2026-03-20,QuickMart,Stripe,UPI,14251.33,SUCCESS,,235.49,14015.84,2026-03-21,RECONCILED
613,2026-01-21,TravelNow,Razorpay,Wallet,13045.4,SUCCESS,,125.51,12919.89,2026-01-23,RECONCILED
614,2026-02-06,TravelNow,Cashfree,Card,9434.15,SUCCESS,,47.67,9386.48,2026-02-07,UNRECONCILED
615,2026-03-05,TravelNow,Stripe,Card,8198.17,SUCCESS,,67.66,8130.51,2026-03-07,RECONCILED
616,2026-02-26,QuickMart,Cashfree,NetBanking,1283.13,SUCCESS,,18.34,1264.79,2026-02-28,RECONCILED
617,2026-01-07,MediPlus,PayU,UPI,2854.12,SUCCESS,,20.49,2833.63,2026-01-07,RECONCILED
618,2026-02-08,MediPlus,Razorpay,Wallet,5033.56,SUCCESS,,100.2,4933.36,2026-02-08,RECONCILED
619,2026-03-26,FoodHub,Cashfree,Wallet,10403.55,SUCCESS,,168.95,10234.6,2026-03-27,RECONCILED
620,2026-02-08,StyleKart,Razorpay,Wallet,4910.05,FAILED,Insufficient funds,86.66,0,,NOT_APPLICABLE
621,2026-03-02,QuickMart,PayU,NetBanking,2104.73,SUCCESS,,27.16,2077.57,2026-03-04,RECONCILED
622,2026-03-20,StyleKart,Razorpay,Wallet,966.95,SUCCESS,,15.34,951.61,2026-03-22,RECONCILED
623,2026-02-24,TravelNow,PayU,Card,9171.78,SUCCESS,,130.37,9041.41,2026-02-25,RECONCILED
624,2026-03-05,FoodHub,Cashfree,NetBanking,12138.91,FAILED,Insufficient funds,239.0,0,,NOT_APPLICABLE
625,2026-01-04,QuickMart,Cashfree,Wallet,7026.8,SUCCESS,,78.77,6948.03,2026-01-05,RECONCILED
626,2026-01-02,FoodHub,PayU,UPI,9645.21,SUCCESS,,92.75,9552.46,2026-01-04,RECONCILED
627,2026-01-15,TravelNow,Razorpay,Card,10318.95,SUCCESS,,81.63,10237.32,2026-01-16,RECONCILED
628,2026-03-02,TravelNow,Stripe,Card,11979.09,SUCCESS,,172.59,11806.5,2026-03-04,RECONCILED
629,2026-02-22,StyleKart,PayU,NetBanking,13924.07,SUCCESS,,185.58,13738.49,2026-02-22,RECONCILED
630,2026-02-15,QuickMart,Razorpay,NetBanking,1086.57,SUCCESS,,21.46,1065.11,2026-02-17,RECONCILED
631,2026-03-15,StyleKart,Razorpay,NetBanking,9124.77,SUCCESS,,142.15,8982.62,2026-03-16,RECONCILED
632,2026-02-22,QuickMart,PayU,Wallet,1393.29,FAILED,Invalid credentials,24.3,0,,NOT_APPLICABLE
633,2026-03-09,TravelNow,Razorpay,Card,4604.54,SUCCESS,,86.11,4518.43,2026-03-10,RECONCILED
634,2026-03-06,FoodHub,Stripe,NetBanking,2395.76,SUCCESS,,39.85,2355.91,2026-03-06,RECONCILED
635,2026-03-08,StyleKart,Razorpay,Wallet,10183.09,SUCCESS,,110.12,10072.97,2026-03-10,RECONCILED
636,2026-01-06,StyleKart,Razorpay,NetBanking,10337.08,SUCCESS,,124.08,10213.0,2026-01-06,RECONCILED
637,2026-01-03,StyleKart,Cashfree,NetBanking,8705.64,SUCCESS,,69.72,8635.92,2026-01-04,RECONCILED
638,2026-02-26,FoodHub,Cashfree,NetBanking,10099.75,SUCCESS,,67.84,10031.91,2026-02-28,RECONCILED
639,2026-01-27,QuickMart,PayU,Card,8183.68,SUCCESS,,156.71,8026.97,2026-01-28,RECONCILED
640,2026-01-10,FoodHub,Stripe,UPI,4739.53,FAILED,Technical error,32.94,0,,NOT_APPLICABLE
641,2026-01-14,TravelNow,Stripe,Card,5815.63,SUCCESS,,90.55,5725.08,2026-01-16,RECONCILED
642,2026-03-20,FoodHub,Cashfree,UPI,5398.8,SUCCESS,,105.84,5292.96,2026-03-21,RECONCILED
643,2026-03-31,MediPlus,Stripe,Wallet,7077.31,SUCCESS,,59.98,7017.33,2026-03-31,RECONCILED
644,2026-02-03,FoodHub,PayU,NetBanking,13701.64,SUCCESS,,161.67,13539.97,2026-02-03,RECONCILED
645,2026-02-14,MediPlus,PayU,NetBanking,7231.92,FAILED,Bank timeout,101.73,0,,NOT_APPLICABLE
646,2026-01-14,MediPlus,Razorpay,NetBanking,6144.72,SUCCESS,,81.98,6062.74,2026-01-14,RECONCILED
647,2026-03-01,QuickMart,Cashfree,Card,6072.17,SUCCESS,,119.07,5953.1,2026-03-02,RECONCILED
648,2026-03-30,FoodHub,Stripe,NetBanking,8905.46,SUCCESS,,117.27,8788.19,2026-03-30,RECONCILED
649,2026-03-15,TravelNow,Stripe,NetBanking,12567.55,SUCCESS,,167.48,12400.07,2026-03-16,RECONCILED
650,2026-01-09,QuickMart,Stripe,NetBanking,9014.06,SUCCESS,,111.9,8902.16,2026-01-11,RECONCILED
651,2026-01-18,MediPlus,Razorpay,Card,13320.2,FAILED,Technical error,198.65,0,,NOT_APPLICABLE
652,2026-02-07,StyleKart,Cashfree,Card,5910.74,SUCCESS,,89.98,5820.76,2026-02-08,RECONCILED
653,2026-02-25,TravelNow,Razorpay,UPI,10795.09,FAILED,Limit exceeded,152.99,0,,NOT_APPLICABLE
654,2026-01-17,StyleKart,Razorpay,UPI,12802.33,SUCCESS,,199.08,12603.25,2026-01-18,RECONCILED
655,2026-01-04,MediPlus,Stripe,NetBanking,3605.09,SUCCESS,,56.52,3548.57,2026-01-05,RECONCILED
656,2026-01-28,QuickMart,Cashfree,Wallet,9971.06,SUCCESS,,175.99,9795.07,2026-01-29,RECONCILED
657,2026-02-06,TravelNow,Cashfree,UPI,14962.1,SUCCESS,,90.91,14871.19,2026-02-06,RECONCILED
658,2026-03-26,TravelNow,Razorpay,Card,6607.35,PENDING,Technical error,96.69,0,,NOT_APPLICABLE
659,2026-03-31,TravelNow,Cashfree,Wallet,9106.0,SUCCESS,,115.11,8990.89,2026-04-02,RECONCILED
660,2026-02-15,StyleKart,Razorpay,Wallet,3463.54,SUCCESS,,61.31,3402.23,2026-02-15,RECONCILED
661,2026-02-22,MediPlus,Razorpay,UPI,13905.81,SUCCESS,,188.04,13717.77,2026-02-24,RECONCILED
662,2026-03-03,FoodHub,PayU,Wallet,14429.89,SUCCESS,,184.04,14245.85,2026-03-05,RECONCILED
663,2026-02-01,FoodHub,Razorpay,NetBanking,7139.53,SUCCESS,,101.35,7038.18,2026-02-02,RECONCILED
664,2026-03-02,StyleKart,PayU,Wallet,6865.12,FAILED,Invalid credentials,70.67,0,,NOT_APPLICABLE
665,2026-01-22,MediPlus,PayU,NetBanking,626.36,FAILED,Technical error,3.71,0,,NOT_APPLICABLE
666,2026-01-22,FoodHub,PayU,UPI,8635.61,SUCCESS,,80.33,8555.28,2026-01-22,RECONCILED
667,2026-02-05,MediPlus,PayU,NetBanking,3855.56,SUCCESS,,20.1,3835.46,2026-02-05,RECONCILED
668,2026-01-20,MediPlus,Cashfree,NetBanking,9921.42,SUCCESS,,166.06,9755.36,2026-01-20,RECONCILED
669,2026-01-05,QuickMart,Cashfree,Card,5208.44,SUCCESS,,91.48,5116.96,2026-01-06,RECONCILED
670,2026-03-26,FoodHub,Cashfree,NetBanking,6658.76,SUCCESS,,38.72,6620.04,2026-03-27,RECONCILED
671,2026-01-07,TravelNow,PayU,Wallet,2597.25,SUCCESS,,42.06,2555.19,2026-01-09,RECONCILED
672,2026-03-02,StyleKart,Stripe,UPI,4013.11,SUCCESS,,37.45,3975.66,2026-03-03,RECONCILED
673,2026-03-09,StyleKart,PayU,Wallet,10274.86,SUCCESS,,145.46,10129.4,2026-03-11,RECONCILED
674,2026-02-04,MediPlus,Stripe,Wallet,4079.61,SUCCESS,,67.71,4011.9,2026-02-06,RECONCILED
675,2026-01-25,FoodHub,Cashfree,NetBanking,7847.29,SUCCESS,,103.7,7743.59,2026-01-27,UNRECONCILED
676,2026-01-02,FoodHub,Stripe,NetBanking,6227.61,SUCCESS,,51.63,6175.98,2026-01-03,RECONCILED
677,2026-01-04,MediPlus,Cashfree,UPI,9329.02,SUCCESS,,145.73,9183.29,2026-01-04,RECONCILED
678,2026-01-17,FoodHub,Cashfree,UPI,5701.78,SUCCESS,,88.01,5613.77,2026-01-18,RECONCILED
679,2026-03-23,StyleKart,Stripe,NetBanking,6856.31,PENDING,Insufficient funds,60.75,0,,NOT_APPLICABLE
680,2026-01-08,FoodHub,Razorpay,NetBanking,5803.71,SUCCESS,,112.21,5691.5,2026-01-09,RECONCILED
681,2026-03-04,TravelNow,Stripe,Card,14693.39,SUCCESS,,215.73,14477.66,2026-03-04,RECONCILED
682,2026-01-28,StyleKart,Stripe,NetBanking,9248.1,SUCCESS,,60.57,9187.53,2026-01-28,RECONCILED
683,2026-02-27,StyleKart,Razorpay,UPI,379.6,SUCCESS,,5.68,373.92,2026-02-28,RECONCILED
684,2026-02-20,FoodHub,Stripe,Wallet,8662.14,SUCCESS,,99.97,8562.17,2026-02-22,RECONCILED
